"#","Registration No / Notification No","Product Name","Holder"
"21176","MAL19086098TC","Eastern Healthcare Orthosiphon Extract 500mg Oral Granules","Eastern Healthcare (M) Sdn. Bhd."
"21177","MAL19106068TC","ASY HERBS KAPSUL PERIA PLUS 400MG","CAHAYA HIKMAH MAJU TRADING AND SERVICES"
"21178","MAL19116002N","SACCRANTA SACCHAROMYCES BOULARDII 250MG CAPSULES","SYNERRV SDN BHD"
"21179","MAL20026035TC","Eastern Healthcare Black Ginger 100mg Oral Granules","Eastern Healthcare (M) Sdn. Bhd."
"21180","MAL20026033T","NATURE MART TRADITIONAL HONGFA PLUS  OIL","GREEN CARE MANUFACTURE"
"21181","MAL20056037T","BElixz SlendGlow Tablet","BE INTERNATIONAL SDN BHD"
"21182","MAL20076176TC","NEW IMAGE™ CA-BA GYMNEMA-PLUS CAPSULES","N.Z. NEW IMAGE SDN BHD"
"21183","MAL20066085TC","Taimal Black Tongkat Ali 400mg Capsule","ETERNAL CASH SDN. BHD."
"21184","MAL19076026N","Excel Herbal L-Carnitine 300mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"21185","MAL20106148TC","BioNephegen   SKIN & NAIL CREAM","ZARRA ZAFEENA RESOURCES"
"21186","MAL21066013AZ","Pergoveris solution for injection in pre-filled pen","MERCK SDN. BHD."
"21187","MAL20026124T","Nature's Green Ye Ning An Shen Capsules","Tong Jum Chew (m) Sdn. Bhd."
"21188","MAL20026028T","Nature's Green Niao Shu An Capsules","Tong Jum Chew (m) Sdn. Bhd."
"21189","MAL19126132TC","Kordel's   Bio-Cran Vegetable Capsule","CAMBERT(M) SDN BHD"
"21190","MAL20016233T","Nature's Green YaoSuanTong Capsules","Tong Jum Chew (m) Sdn. Bhd."
"21191","MAL20106130TC","HEALATIC GEL","M.S. BIOTECH MANUFACTURER"
"21192","MAL19116091TC","ADENHERB FITTDEN CHEWABLE TABLET","ADENHERB BEAUTYCARE SDN. BHD."
"21193","MAL19076045N","DZR i-CARE chewable tablet","DZR PHARMA MANUFACTURE SDN. BHD."
"21194","MAL20076004AZ","SKYCellflu Trivalent Solution for Injection in Prefilled Syringe 0.25ml","AJ BIOLOGICS SDN. BHD."
"21195","MAL20126010AZ","LEVIPIL (Levetiracetam) concentrate for solution for infusion USP 100 mg/ml, 5ml","RANBAXY (MALAYSIA) SDN. BHD."
"21196","MAL19126115T","Kirei Tian Ge Zhi Tong Plus Capsule","Bioalpha International Sdn. Bhd."
"21197","MAL20086021X","Rohto Eye Wash (Distilled Witch Hazel 13%v/v)","ROHTO-MENTHOLATUM (M) SDN. BHD."
"21198","MAL20066156AE","ZYLOVAA-H TABLET 100/25MG","XEPA-SOUL PATTINSON (MALAYSIA) SDN BHD"
"21199","MAL19086023N","ASH II PROBACTA Powder","OMEGA HEALTH PRODUCTS SDN BHD"
"21200","MAL19116113TC","ROBUSTO CAPSULE","MB NUTRACEUTICALS SDN BHD"
"21201","MAL20026159TC","Biotropics nu-prep Maxx Chewable Tablet","Biotropics Malaysia Berhad"
"21202","MAL19066006NC","NUMLES CAPSULE","MB NUTRACEUTICALS SDN BHD"
"21203","MAL20076184TC","THE PrimAGE ReszGuard Vegetable Capsules","MB NUTRACEUTICALS SDN BHD"
"21204","MAL20076118TC","STEADI CAPSULE","MB NUTRACEUTICALS SDN BHD"
"21205","MAL19086029NC","OPTIKARE SOFTGEL","MB NUTRACEUTICALS SDN BHD"
"21206","MAL19126127TC","ESTOMAC CAPSULE","MB NUTRACEUTICALS SDN BHD"
"21207","MAL19126086TC","Kordel's COLD AWAY Vegetable Capsule","MB NUTRACEUTICALS SDN BHD"
"21208","MAL19076033NC","JANIPRO Prebiotic & Probiotics LABBGG Capsule","Janipro (M) Sdn Bhd"
"21209","MAL20036039TC","CSL QIAN LI ZHUI FENG OIL","NANG HIN MEDICAL SDN. BHD."
"21210","MAL19086025NC","LIFEFACTOR Truflex Advanced Capsule","M HEALTH NATURALS SDN BHD"
"21211","MAL19106050T","OK ORANG KAMPUNG TEH HERBA UNCANG","PERNIAGAAN ORANG KAMPUNG SDN. BHD."
"21212","MAL20016211TC","SAADI Al Habbatus Sauda' 500mg Softgel","AL BALADUL AMIN TRADING"
"21213","MAL20016245TC","iGalen UnCarb Capsules","MEDI BOTANICS SDN BHD"
"21214","MAL20016191NCR","LifeSenze NATUR C PLUS TIME RELEASE TABLET","HL PHARMACEUTICALS SDN. BHD."
"21215","MAL19116070NC","maxanthin (Lutein and Zeaxanthin Softgel Capsule)","Synercam (M) Sdn Bhd"
"21216","MAL20046130AE","CETAGESIC TABLET","DUOPHARMA (M) SDN. BHD."
"21217","MAL19076036NC","UHC Calcium 600 + D3 Tablet","MILRIN PHARMACEUTICAL CO. (M) SDN BHD"
"21218","MAL19126057NC","Ruyi""s ZELL -V Platinum Sheep Placenta Extract 600 mg plus softgel","Ruyi Holdings Sdn Bhd"
"21219","MAL19116107T","FENU LAKS CAPSULES","LAKS NUTRACEUTICAL"
"21220","MAL20026020T","G&G QUI FANG OIL","G&G Century (M) Sdn Bhd"
"21221","MAL20036049TC","LIONBALL QIANLI ZHUIFENG OIL","NANG HIN MEDICAL SDN. BHD."
"21222","MAL20046156HA","Farmadox 50% w/w Soluble Powder","F.E. VENTURE SDN. BHD."
"21223","MAL19126113TC","CELLGLO CE EYES POWDER","OLICELL GROUP (M) SDN BHD"
"21224","MAL19116021HACR","ENROTRON FLAVOUR 50 MG TABLET","My Vet Care Sdn Bhd"
"21225","MAL20026127TC","RANIA ROSE MARYSECREET CAPSULE","MY LIFE CARE ENTERPRISE"
"21226","MAL19086069NC","Milrin Vitamin C + E + Rose Hips Softgel","UHC Sdn. Bhd."
"21227","MAL20096009AZ","Bupispine Heavy 0.5 % w/v solution for Injection- Bupivacaine Hydrochloride in Dextrose injection USP","UNIMED SDN BHD"
"21228","MAL20046047T","VAIL-BON CHI KEE PAO PILL","VAIL-BON MEDICAL FACTORY SDN. BHD."
"21229","MAL19106089TC","THROZZ THROAT LOZENGES (BLACKCURRANT FLAVOUR)","MEDICINSPIRE GLOBAL SDN BHD"
"21230","MAL20116001AZ","LOCOA 40MG TRANSDERMAL PATCH","HOE PHARMACEUTICALS SDN. BHD."
"21231","MAL19126064TC","V&infin; Tyreps Capsules","JASE HEALTHCARE SDN. BHD."
"21232","MAL20056044TC","Qbaco Capsule","NATURES SCIENCEUTICALS SDN BHD"
"21233","MAL19106034HA","TYLVALOSURE 625MG/G GRANULES","RANGE PHARMA SDN. BHD."
"21234","MAL19106084TC","TRUVIGOR TONGKAT ALI EXTRACT 80MG CAPSULE","ENERBRIQ SDN BHD"
"21235","MAL20126012AZ","TULLYX ELIXIR","XEPA-SOUL PATTINSON (MALAYSIA) SDN BHD"
"21236","MAL20026130TC","Nyin Oi Lycium Plus Capsule","NYIN OI MEDICAL PRODUCT TRADING"
"21237","MAL19096064NCR","aspen nutrition Pro Omega 3 GOLD Softgel Capsules","ASPEN SARL SDN BHD"
"21238","MAL19086022N","NUTRILIVING MARIGOLD EXTRACT PLUS ASTAXANTHIN CAPSULE","Sky Nutraceuticals Sdn. Bhd."
"21239","MAL19126042NCR","Annatoco Softgel","NATURES SCIENCEUTICALS SDN BHD"
"21240","MAL19076032N","NHF Vitamin C Plus Powder (Passion Fruit Flavour)","EXCEL HERBAL INDUSTRIES SDN. BHD."
"21241","MAL19076109N","A-Peegmen Tablet","DZR PHARMA MANUFACTURE SDN. BHD."
"21242","MAL19106087T","GNC HERBAL PLUS TRIBULUS 500MG Capsule","ONI Global (Malaysia) Sdn Bhd"
"21243","MAL20066131TC","Dynamic Nutrition VitalGuard Naturac Capsule","DYNAMIC NUTRITION SDN BHD"
"21244","MAL21056017AZ","Tonizep Orally Disintegrating Tablet 5mg","IMEKS PHARMA SDN. BHD."
"21245","MAL20066069TC","Gamat Era Global Minyak Gamat Plus","GAMAT ERA GLOBAL ENTERPRISE"
"21246","MAL20026147TC","DZR GARCITAB TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"21247","MAL19126112TC","Opceden® Saw Palmetto Plus Tablet","ASIA HEALTHCARE SDN. BHD."
"21248","MAL19126063TC","SWS Royale Lady Capsule","SWS 28 MEDICAL SDN BHD"
"21249","MAL20016204TC","DZR Z-Giber Chewable Tablet","DZR PHARMA MANUFACTURE SDN. BHD."
"21250","MAL21046002ACZ","CABOMETYX 20mg film-coated tablets","ZUELLIG PHARMA SDN BHD"
"21251","MAL19096041NC","TRINLEY FocuzOmega D3 Softgel","GROWAY (MALAYSIA) SDN. BHD."
"21252","MAL19086026NC","Isotonix Bromelain Plus Powder","MARKET MALAYSIA SHOP SDN. BHD."
"21253","MAL19096002HA","MOXISURE 500MG/G POWDER","RANGE PHARMA SDN. BHD."
"21254","MAL19116085TC","TIMING LIU JUN TZU TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"21255","MAL19106100TC","TIMING NEW HSIAO JIAN ZHONG TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"21256","MAL20046077ACRZ","XOFLUZA FILM-COATED TABLET 20MG","ROCHE (MALAYSIA) SDN. BHD."
"21257","MAL20016212T","Fyllo Oil Palm Leaf  (OPAL) 2g Tea Bag","TRP TECHNOLOGIES (M) SDN BHD"
"21258","MAL20046078ACRZ","XOFLUZA FILM-COATED TABLET 40MG","ROCHE (MALAYSIA) SDN. BHD."
"21259","MAL20016235TC","Safwa Health Celery & Juniper Plus Tart Cherry Vegetable Capsule","Safwa Health Products Sdn. Bhd."
"21260","MAL20026030TC","SYMPHONY NUTRACEUTICALS NORDOUC TABLET","Symphonynutraceuticals Sdn Bhd"
"21261","MAL19116066T","AJ1 CORDYCEPS EXTRACT 450MG CAPSULE","Esprit Care Sdn. Bhd."
"21262","MAL20086022AE","NORCUTIN TABLET 5 MG","DUOPHARMA (M) SDN. BHD."
"21263","MAL20016199TC","TIMING CHIANG HUO SHENG SHIH TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"21264","MAL20026026T","Biotropics Femme Capsule","Biotropics Malaysia Berhad"
"21265","MAL19126109TC","TIMING HSUAN FU TAI CHE SHIH TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"21266","MAL19106066TC","SJ Inchi Capsule","J.D. ACADEMY"
"21267","MAL19126048N","VITASEN Dilyvita Vitamin A, D & C Syrup","WINWA MEDICAL SDN. BHD."
"21268","MAL19086028N","apotec Pre&Pro-biotic Capsule","Bioalpha International Sdn. Bhd."
"21269","MAL19086071NC","Medsonat Mineral Complex Tablet","THERAPEUTIC NUTRACEUTICALS SDN BHD"
"21270","MAL19116006NC","Kordel's V-Fresh Vegetable Capsule","CAMBERT(M) SDN BHD"
"21271","MAL19126111TC","TIMING YU PING FENG SAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"21272","MAL21056003ACZ","Ferinject® 50 mg iron/mL solution for injection/infusion","ZUELLIG PHARMA SDN BHD"
"21273","MAL20066073TC","Sumaco Momordica 500mg Capsule","Sumaco Sdn. Bhd."
"21274","MAL19126047NC","ImpaQt Edge Powder","KZ1 Global Sdn Bhd"
"21275","MAL20016210TC","P-Res Echinacea Angustifolia Extract 100mg Tablet","Nuscience Pharmaceuticals (pg) Sdn. Bhd."
"21276","MAL19106104T","OK ORANG KAMPUNG TEH HERBA","PERNIAGAAN ORANG KAMPUNG SDN. BHD."
"21277","MAL20016134ASZ","Erysaa Prefilled Syringe 2000IU/0.5mL","DUOPHARMA (M) SDN. BHD."
"21278","MAL20066125TC","ProstaOk Capsule","ALPHA ACTIVE INDUSTRIES SDN BHD"
"21279","MAL19116074NC","D.FK Suiso Capsule","DRS FK SDN BHD"
"21280","MAL20036041TC","PRIMAHERBS HARITAKI PLUS CAPSULES","AGROWHEALTH GLOBAL SDN.BHD"
"21281","MAL19126007ACRZ","Skyrizi 75 mg solution for injection in pre-filled syringe","ABBVIE SDN BHD"
"21282","MAL19096062NCR","Garden of Life UBIQUINOL 100MG SOFTGEL","Esprit Care Sdn. Bhd."
"21283","MAL20066124T","GW5 Jamour Liquid Sachet","ZEXARA SDN BHD"
"21284","MAL19076044NC","Nature's Way Collagen Plus Tablets","PharmaCare (Asia) Sdn Bhd"
"21285","MAL20016205T","Sejagat Col-B Capsule","NMY MANUFACTURING SDN BHD"
"21286","MAL19126083TC","YUHAN E-Gan Soft Capsule 350mg (Milk Thistle Fruit Extract)","Eucogen Pharma Sdn. Bhd."
"21287","MAL20026027T","Nature's Green Sore Throat and Fever Tablets","Tong Jum Chew (m) Sdn. Bhd."
"21288","MAL20016242T","Sejagat Hemcare Capsule","NMY MANUFACTURING SDN BHD"
"21289","MAL20056036TC","Hurix's MoRelief Nasal Inhaler","JIN BIN CORPORATION SDN. BHD."
"21290","MAL19086070N","YL Selenium Zinc Plus Capsule","YANLING NATURAL HYGIENE SDN. BHD."
"21291","MAL20016203T","Fereena Joints Capsule","DS Pharma Herbs Sdn. Bhd."
"21292","MAL19076105NC","Opti-K Capsule","Protech Health Sciences (M) Sdn Bhd"
"21293","MAL21016011AZ","Silkay 125mg Tablet","MEDISPEC (M) SDN.BHD"
"21294","MAL19126068T","L-Promila Capsule","Rising Sun Enrich Sdn Bhd"
"21295","MAL20036053TC","SPHI HERB STOMCARE TABLET 450mg","SPHI ENTERPRISE"
"21296","MAL20126009AZ","Pharmaniaga Suxamethonium Chloride 100mg/2ml Solution for Injection","PHARMANIAGA LIFESCIENCE SDN. BHD."
"21297","MAL19126114T","GUO MA SHU JIN HUO LUO WAN (CAPSULE)","SHIN LI TRADING"
"21298","MAL19096073NCR","PUREMED SYMPRO CAPSULE","Pure Medisciences (M) Sdn Bhd"
"21299","MAL20036054TC","Dubemal Soursop 2g Herbal Tea","BIOGREEN HEALTH PRODUCTS SDN BHD"
"21300","MAL20096011AZ","Rosuvor Film Coated Tablet 10mg","Y.S.P. INDUSTRIES (M) SDN BHD"
"21301","MAL19106075N","DZR PHARMA L-CARNITINE PLUS CAPSULE","DZR PHARMA MANUFACTURE SDN. BHD."
"21302","MAL20046062TC","Sin Wang Heng Brand Chuanbei Gao with Cordyceps Plus Liquid","SIN WANG HENG HERITAGE SDN. BHD."
"21303","MAL20016154XC","Skilax Drops 7.5mg/ml","MILRIN PHARMACEUTICAL CO. (M) SDN BHD"
"21304","MAL19116090TC","PHOENIX MILK THISTLE PLUS TABLET","Phoenix Nutrifresh Sdn Bhd"
"21305","MAL20016213T","apotec Gymnema 200mg Capsule","Bioalpha International Sdn. Bhd."
"21306","MAL19106071N","apotec Alpha Lipoic Acid (ALA) 300mg Capsule","Bioalpha International Sdn. Bhd."
"21307","MAL20076181TC","REELAZZ CAPSULE","MB NUTRACEUTICALS SDN BHD"
"21308","MAL19096036NCR","eurobio Bio-Vibrex Active Formula Tablet","EUROBIO SDN BHD"
"21309","MAL20046145X","IKOP ISALIC OINTMENT","IKOP SDN BHD"
"21310","MAL20016176HA","ERYTO 30% W/W WATER SOLUBLE POWDER","Dexchem Industries Sdn Bhd"
"21311","MAL19126038HA","OMS TILMI 250MG/ML ORAL SOLUTION","Osmosis Nutrition Sdn Bhd"
"21312","MAL20046146X","IKOP IKOOL OINTMENT","IKOP SDN BHD"
"21313","MAL20046126AZ","INTACAPE 150 (Capecitabine Tablets USP 150 mg)","ACCORD HEALTHCARE SDN.BHD."
"21314","MAL19076116N","Excel Herbal L-Glutathione 450mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"21315","MAL19096040N","Excelab MULTIVITAMINS & MINERALS & L-Carnitine Capsule","AGELESS WELLNESS SDN. BHD."
"21316","MAL21046003ACZ","CABOMETYX 40mg film-coated tablets","ZUELLIG PHARMA SDN BHD"
"21317","MAL21046004ACZ","CABOMETYX 60mg film-coated tablets","ZUELLIG PHARMA SDN BHD"
"21318","MAL20046147XC","PANOMOR OINTMENT","HL PHARMACEUTICALS SDN. BHD."
"21319","MAL20076074T","Nature's Green Xin Qing Zao Jiu Fei Tablets","Tong Jum Chew (m) Sdn. Bhd."
"21320","MAL20076192TC","VitesHerbs Phaleria Macrocarpa extract 150mg Capsule","FUTERA ASIA SDN BHD"
"21321","MAL19126125TC","TYMERC TABLET","WELLESTA TRUELIFE SDN. BHD."
"21322","MAL19126087TC","Convithera Keladi Tikus 250mg Capsule","ABRELLA MARKETING"
"21323","MAL19126035HAC","ENROLIN-LD 100MG/ML ORAL SOLUTION","Kty Chemicals Sdn. Bhd."
"21324","MAL20066123TC","TIGERUS ANTROCARE CAPSULE","Ligno & Us sdn bhd"
"21325","MAL19096032XC","Polylab Methylated Spirit Solution 95% V/V","POLYLAB BIOTECH SDN. BHD."
"21326","MAL20066080TC","P-Herbs Nopen Capsule","PLATINUM HERBS SDN. BHD."
"21327","MAL20076117TC","CROWN PHALERIA MACROCARPA EXTRACT 150MG CAPSULE","CHOSEN BARK TEA SDN BHD"
"21328","MAL20076090T","RESMERIC TABLET","BioCare Pharmaceutical (M) Sdn. Bhd."
"21329","MAL20026103NC","PROT PROSCAL K PLUS TABLET","PROTHERAPIX SDN. BHD."
"21330","MAL21116014AZ","TADAFLO 20mg Tablets","GENPHARMA SDN. BHD"
"21331","MAL20056049TC","PRESMEDIC VENKARE CAPSULE","SUNRISE PHARMA SDN BHD"
"21332","MAL20056077TC","Yokoline NasalCold Inhaler","J. B. M. H. SDN. BHD."
"21333","MAL20056062T","ALLERSOL SYRUP","BioCare Pharmaceutical (M) Sdn. Bhd."
"21334","MAL20026138T","Shin Yi Saan Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"21335","MAL20076095TC","PRIMO EMPIRE VENTURE AXTRON CAPSULE","PRIMO SYNERGY SDN. BHD."
"21336","MAL20076190TC","Hurix's Salap Pala Plus","JIN BIN CORPORATION SDN. BHD."
"21337","MAL19086064N","HS Chondroitin Sulfate 400mg Capsule","HERBAL SCIENCE SDN. BHD."
"21338","MAL19116012N","lifestream Astaxanthin 6mg Plus Softgel","CAREMARK SDN. BHD."
"21339","MAL20026128TC","KAPSUL JAMU RAHSIA MAHARANI","RUZA RESOURCES MANUFACTURING SDN BHD"
"21340","MAL19126039AE","TRANTALOL TABLET 100MG","DUOPHARMA (M) SDN. BHD."
"21341","MAL20046033T","Bai Feng Pills 'C.F.T.'","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"21342","MAL20046036T","HMS CONCEPT L-LIVPLUZ CAPSULE","SG GLOBAL BIOTECH SDN BHD"
"21343","MAL20056084T","Zhi Zhuo Gu Ben Wan 'C.F.T.'","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"21344","MAL20086078T","Xin Niu Huang Jie Du Pills  'C.F.T.'","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"21345","MAL19116022HA","TP-AMPRO 200MG/G POWDER","Thye Pharma Sdn. Bhd"
"21346","MAL19096035NC","Vitamode Asta-i-Care Capsule","Vitamode  Sdn.bhd"
"21347","MAL19096031X","E-zyme B6 Soothing Liquid","AV MANUFACTURING SDN.BHD"
"21348","MAL20076177T","KIDEASE SYRUP","BioCare Pharmaceutical (M) Sdn. Bhd."
"21349","MAL20026143T","Ming Mu Di Huang Wan (Jia Wei) 'C.F.T.'","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"21350","MAL20026155T","Gui Zhi Fu Ling Wan 'C.F.T.'","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"21351","MAL20076172T","Han Fang Bao Wei Yao Granules `C.F.T.’","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"21352","MAL19106001XC","Recove Heat Liniment 25% v/v","Powerlife (m) Sdn Bhd"
"21353","MAL20096004ACRZ","Pasurta 140mg/ml Solution for Injection in Prefilled  Syringe","NOVARTIS CORPORATION (MALAYSIA) SDN. BHD."
"21354","MAL20086126T","Esberitox® Family tablets","QUANSTAR BIOTECH SDN BHD"
"21355","MAL19116026X","NEOBUN PAIN RELIEF PLASTER","THP MEDICAL SDN. BHD."
"21356","MAL19116025X","HUNDREDPLAST KOYOK CLASSIC","THP MEDICAL SDN. BHD."
"21357","MAL19096038NC","tigrox HOMEGA softgel","MB NUTRACEUTICALS SDN BHD"
"21358","MAL20046165HA","Tilmicin Oral Solution 25% w/v","F.E. VENTURE SDN. BHD."
"21359","MAL19116024X","PLASTER BERUBAT NEOBUN","THP MEDICAL SDN. BHD."
"21360","MAL20076006ARZ","Trezilent 50mg Film-Coated Tablets","NOVARTIS CORPORATION (MALAYSIA) SDN. BHD."
"21361","MAL19096068N","Nova Asta-C Plus Oral Powder","NOVA LABORATORIES SDN. BHD."
"21362","MAL19096039NC","Isotonix Vitamin D with K2 Powder","MARKET MALAYSIA SHOP SDN. BHD."
"21363","MAL20106094T","TROPIKA TMED Fresh & Cool spray","Tropika TMed Sdn. Bhd."
"21364","MAL19116014HA","TP-FLUMIX 200 MG/ML SOLUTION","Thye Pharma Sdn. Bhd"
"21365","MAL20016243T","TROPIKA TMED Citronella Plus Liquid","Tropika TMed Sdn. Bhd."
"21366","MAL19076115N","ADVANZ by Opceden® Omega-3 Fish Oil EPA 600 DHA 240 Softgel","YANLING NATURAL HYGIENE SDN. BHD."
"21367","MAL19106029NC","LIFEFACTOR® Crystaceuticals SOD Glutathione Plus Capsule","Life Factor Sdn Bhd"
"21368","MAL20046057T","DKE MANGOSTEEN PEEL EXTRACT 497.5MG TABLET","Dke Inno In Biotech Sdn. Bhd."
"21369","MAL19096037N","NUTRILIVING CURCUMA LONGA EXTRACT PLUS COLLAGEN CAPSULE","Sky Nutraceuticals Sdn. Bhd."
"21370","MAL20026011NC","WISE NUTRITION OSTEOCAL CAPSULE","CONSENTIS MARKETING SDN BHD"
"21371","MAL19116003NCR","eurobio GlutaShinz Vegetable Capsule","EUROBIO SDN BHD"
"21372","MAL19076102N","Excel Herbal Whitabeau Powder","EXCEL HERBAL INDUSTRIES SDN. BHD."
"21373","MAL20026125TC","AL EJIB KAPSUL TONGKAT ALI HITAM UBI JAGA PLUS","AL EJIB HERBS SDN BHD"
"21374","MAL20016187NCR","BiO-LiFE Q10 Plus Zinc & Vit E Soft Capsule","MEGA LIFESCIENCES SDN. BHD."
"21375","MAL19126123TC","UMX OUD 1.2g TEA","GREEN BIOASSET INTERNATIONAL SDN BHD"
"21376","MAL19076028NC","OriCell Sheep Placenta 600mg Softgels","ETERNAL WISE SDN.BHD"
"21377","MAL20016208TC","EquaLive Ginkgo Biloba Extract 120mg Capsule","SBL HEALTHCARE SDN BHD"
"21378","MAL20026145TC","KLESS CAPSULE","VIHSDIA ENTERPRISE"
"21379","MAL20026008NCR","LENUS OMEGA-3 501mg CAPSULE","Firstline Pharmaceuticals Sdn Bhd"
"21380","MAL20086004AZ","Symvenu 6mg Hard Capsules","Mitsubishi Tanabe Pharma Malaysia Sdn. Bhd."
"21381","MAL20036043TC","HOMEWELL PLATINUM BLACK GARLIC PLUS TABLETS","HOMEWELL BIOSCIENCE (M) SDN BHD"
"21382","MAL20056061T","AVITA NGF BIRD NEST PLUS SOFTGELS","Shiang Series Sdn Bhd"
"21383","MAL21036033AZ","FORSTAVIR-EM - Emtricitabine 200 mg and Tenofovir Disoproxil Fumarate 300 mg Tablets","UNIMED SDN BHD"
"21384","MAL19076110N","Excelab 12 Probiotics Capsule","AGELESS WELLNESS SDN. BHD."
"21385","MAL19076106N","GKB G-Pro Capsule","GK BIO INTERNATIONAL SDN. BHD."
"21386","MAL20016239T","WHP Cranberry Extract Plus Capsule","WHITE HERON PHARMACEUTICAL SDN. BHD."
"21387","MAL20026032T","PISHINE BEAUTY POWDER","PISHINE HEALTHCARE SDN. BHD."
"21388","MAL19116018HA","OXYDEX 50% W/W WATER SOLUBLE POWDER","Dexchem Industries Sdn Bhd"
"21389","MAL20016219TC","RS Diamily Apricot Seed 300mg Capsule","RADZIAH BRILLIANT SOLUTION"
"21390","MAL19106088TC","RS Diamily Peria Katak 300mg Capsule","RADZIAH BRILLIANT SOLUTION"
"21391","MAL20026018TC","Excelife URICARE Vegetable Capsules","MB NUTRACEUTICALS SDN BHD"
"21392","MAL20026022TC","FINO CAPSULE","MB NUTRACEUTICALS SDN BHD"
"21393","MAL19126117TC","RS Diamily Herba Wanita Capsule","RADZIAH BRILLIANT SOLUTION"
"21394","MAL20076045ACZ","CP Pharma Fusidic Acid Cream 2% w/w","Hovid Pharmacy Sdn. Bhd."
"21395","MAL20126003AZ","Lorviqua 25 mg Film-Coated Tablets","PFIZER (MALAYSIA) SDN. BHD."
"21396","MAL20126004AZ","Lorviqua 100 mg Film-Coated Tablets","PFIZER (MALAYSIA) SDN. BHD."
"21397","MAL19126091NCR","Quantum CoQ-10 Ubiquinol 100mg Softgel","QUANTUM UPSTREAM SDN. BHD."
"21398","MAL19116017HA","TP-CTC HCL 500 MG/G POWDER","Thye Pharma Sdn. Bhd"
"21399","MAL20026097NC","OmegaVia Omega-3 Fish Oil 1300mg Enteric Coated Capsules","NATURES SCIENCEUTICALS SDN BHD"
"21400","MAL20056080TC","MB GYNOSTEMMA EXTRACT 225MG capsule","MB NUTRACEUTICALS SDN BHD"
"21401","MAL20026098NC","OmegaVia EPA 500 mg Enteric Coated Capsules","NATURES SCIENCEUTICALS SDN BHD"
"21402","MAL20026133T","Glumeric Capsule","Bioalpha International Sdn. Bhd."
"21403","MAL19116080N","Nn Nutrifol capsule","YANLING NATURAL HYGIENE SDN. BHD."
"21404","MAL20066122TC","TDB 24 Capsules","C S Z WORLDWIDE SDN. BHD."
"21405","MAL19126054NC","NuFinity Iganbo Hovenia Dulcis+ Tablet","Apex Biocare Sdn Bhd"
"21406","MAL20016168N","Nn Calcium Complex Tablet","YANLING NATURAL HYGIENE SDN. BHD."
"21407","MAL20026152T","apotec HuruCare Tablet","Bioalpha International Sdn. Bhd."
"21408","MAL19076031NC","Biotective NAC 600mg Capsule","BIO-SCIENCE MARKETING SDN. BHD."
"21409","MAL20026096NC","GNC milestones child Probiotic 200 Million CFUs/ML Drops","ONI Global (Malaysia) Sdn Bhd"
"21410","MAL20056066T","FluGo Capsule","YANLING NATURAL HYGIENE SDN. BHD."
"21411","MAL19126120TC","J-Kang Capsule","ORIONIX SDN BHD"
"21412","MAL20026142T","Nature's Green Gui Pi Tablets","Tong Jum Chew (m) Sdn. Bhd."
"21413","MAL20026132T","Nature's Green Luoyu Tong Tablets","Tong Jum Chew (m) Sdn. Bhd."
"21414","MAL20076046ACZ","Avoxidil Topical Solution 5%w/v","Abio Marketing Sdn Bhd"
"21415","MAL19116016HAC","G-FLOR 100MG/ML SOLUTION","GMS Farming Sdn Bhd"
"21416","MAL19106033HA","DEXFLORCOL 200MG/ML SOLUTION","Dexchem Industries Sdn Bhd"
"21417","MAL19116015HAC","TIMECOTIL 100MG/ML SOLUTION","GMS Farming Sdn Bhd"
"21418","MAL20076104TC","EPE FEMINA PUERARIA  PLUS CAPSULE","EMPAYAR PANGLIMA ENTERPRISE"
"21419","MAL20076007ARZ","Trezilent 150mg Film-Coated Tablets","NOVARTIS CORPORATION (MALAYSIA) SDN. BHD."
"21420","MAL19126056N","NUTRILIVING L-CITRULLINE, PINE BARK EXTRACT & ZINC TABLET","Sky Nutraceuticals Sdn. Bhd."
"21421","MAL20106005AZ","MAPENEM (1 G INJECTION)(POWDER FOR SOLUTION FOR INJECTION OR INFUSION)","SPG PHARMA (MALAYSIA) SDN BHD"
"21422","MAL20036047TC","TIGERUS MycoAid Capsule","Ligno & Us sdn bhd"
"21423","MAL20076105TC","LIVE-FREE RESPIWELL CAPSULE","MP WELLNESS SDN. BHD."
"21424","MAL20106110TC","Lestarie Virgin Coconut Oil + Longevity Spinach Extract Softgel","MALAYSIAN AGRO-XCELL SDN. BHD."
